"108年12月04日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"4725","信昌化","786,000","322","9,960,000","12.65","12.90","12.35","12.90","+","0.25","12.85","4","12.90","2","0.00",
"4737","華廣","773,000","600","62,652,400","79.00","83.50","78.30","80.20","+","1.70","80.20","3","80.50","2","41.13",
"4739","康普","82,000","66","5,945,700","72.30","72.80","72.00","72.70","+","0.30","72.70","4","72.80","7","49.79",
"4746","台耀","677,000","464","29,321,300","43.10","43.85","42.80","43.55","+","0.10","43.50","8","43.55","3","22.92",
"4755","三福化","11,000","10","490,200","44.40","44.65","44.40","44.60","-","0.05","44.55","4","44.90","1","11.68",
"4763","材料-KY","92,000","54","10,393,500","114.00","114.00","112.50","112.50","-","0.50","112.50","1","113.00","3","19.40",
"4764","雙鍵","6,000","6","405,400","67.50","67.70","67.50","67.70","+","0.20","67.00","1","67.80","1","16.67",
"4766","南寶","111,000","79","17,242,500","156.50","156.50","154.50","155.00","-","1.50","155.00","7","156.00","10","18.02",
"4807","日成-KY","0","0","0","--","--","--","--"," ","0.00","28.45","1","28.90","1","0.00",
"4904","遠傳","1,111,000","688","81,463,800","73.80","73.80","73.20","73.20","-","0.30","73.20","90","73.30","1","28.93",
"4906","正文","1,560,000","710","39,382,700","25.10","25.35","25.05","25.35","+","0.25","25.30","49","25.35","16","30.54",
"4912","聯德控股-KY","17,000","17","1,936,500","113.50","114.50","113.50","114.00","+","0.50","114.00","3","114.50","4","16.69",
"4915","致伸","4,179,000","2,326","261,690,900","61.70","63.40","61.40","62.70","+","1.00","62.70","28","62.80","30","13.96",
"4916","事欣科","132,000","83","4,449,350","33.95","33.95","33.60","33.65","-","0.15","33.65","6","33.70","1","8.07",
"4919","新唐","857,000","645","39,675,850","46.65","46.70","46.00","46.35","-","0.30","46.30","25","46.35","1","17.83",
"4927","泰鼎-KY","976,000","574","41,795,750","42.90","43.10","42.55","43.00","+","0.10","43.00","1","43.05","3","7.85",
"4930","燦星網","120,000","46","1,351,600","11.30","11.35","11.20","11.35","+","0.05","11.25","23","11.35","21","43.65",
"4934","太極","1,092,000","366","6,060,670","5.53","5.62","5.47","5.50","-","0.04","5.50","50","5.54","5","0.00",
"4935","茂林-KY","4,572,000","3,012","547,822,000","119.50","124.00","117.50","119.00","-","2.00","118.50","17","119.00","45","61.03",
"4938","和碩","5,754,000","2,906","396,525,900","69.30","69.30","68.50","69.00","-","0.10","68.90","8","69.00","397","12.55",
"4942","嘉彰","275,000","176","12,020,200","44.00","44.00","43.50","43.70","-","0.30","43.65","5","43.70","1","9.84",
"4943","康控-KY","1,602,000","1,260","268,335,500","166.50","169.00","165.00","167.50","+","1.00","167.50","18","168.00","7","46.92",
"4952","凌通","274,000","198","9,166,000","33.85","33.85","33.30","33.30","-","0.70","33.30","9","33.35","2","14.54",
"4956","光鋐","394,000","141","5,400,450","13.70","13.90","13.60","13.70"," ","0.00","13.70","19","13.80","1","0.00",
"4958","臻鼎-KY","5,071,000","3,229","690,386,500","132.50","139.00","132.00","135.00","+","2.00","135.00","282","135.50","17","14.21",
"4960","誠美材","644,000","224","3,922,800","6.15","6.15","6.04","6.08","-","0.12","6.08","8","6.18","2","0.00",
"4961","天鈺","721,000","476","27,511,150","38.50","38.50","38.00","38.00","-","0.70","38.00","24","38.15","7","19.00",
"4967","十銓","58,000","40","1,499,800","25.90","25.95","25.80","25.95","-","0.05","25.85","2","25.95","4","32.85",
"4968","立積","6,490,000","4,725","1,097,269,500","166.00","172.00","164.00","169.00","+","1.00","168.50","21","169.00","11","56.33",
"4976","佳凌","282,000","173","7,026,250","25.30","25.30","24.65","24.90"," ","0.00","24.90","4","24.95","9","0.00",
"4977","眾達-KY","490,000","383","50,438,000","103.50","104.50","102.00","102.00","-","2.00","102.00","72","102.50","4","27.72",
"4989","榮科","2,851,000","1,629","72,183,900","23.70","25.85","23.55","25.85","+","2.35","25.85","834","--","0","34.93",
"4994","傳奇","169,000","141","13,848,800","82.30","82.60","81.60","81.90","-","1.30","81.90","5","82.10","1","33.43",
"4999","鑫禾","94,000","62","4,019,150","42.50","43.15","42.50","42.60","+","0.15","42.60","5","42.90","5","11.70",
"5007","三星","50,000","18","2,550,200","50.90","51.10","50.90","51.00"," ","0.00","50.90","7","51.00","4","16.78",
"5203","訊連","330,000","257","36,832,500","110.00","113.00","110.00","112.00","+","1.50","111.50","4","112.00","4","25.63",
"5215","科嘉-KY","316,000","252","21,832,400","68.20","69.50","68.20","69.30","+","0.30","69.20","2","69.40","5","16.42",
"5225","東科-KY","597,000","493","33,856,000","57.00","57.30","56.30","56.60","-","1.40","56.60","3","56.80","7","7.60",
"5234","達興材料","102,000","87","8,567,100","84.10","84.30","83.70","83.80","-","1.10","83.70","10","84.20","1","12.81",
"5243","乙盛-KY","348,000","225","12,295,350","35.50","35.50","35.20","35.25","-","0.25","35.25","3","35.30","33","11.26",
"5258","虹堡","126,000","80","3,525,300","27.85","28.15","27.75","28.10","+","0.25","28.00","17","28.10","1","0.00",
"5264","鎧勝-KY","983,000","708","48,247,650","49.55","49.55","48.60","49.45","-","0.05","49.40","10","49.45","1","0.00",
"5269","祥碩","322,000","307","194,258,000","603.00","614.00","596.00","614.00","+","8.00","610.00","4","614.00","11","35.37",
"5283","禾聯碩","119,000","80","11,687,100","98.60","98.80","97.90","98.30","-","0.30","98.30","3","98.40","4","9.59",
"5284","jpp-KY","29,000","12","1,473,900","51.00","51.00","50.70","50.80"," ","0.00","50.70","4","51.00","4","18.08",
"5285","界霖","254,000","143","15,999,800","62.30","63.50","62.30","63.20","-","0.20","63.00","1","63.30","5","20.45",
"5288","豐祥-KY","63,000","43","7,697,000","122.50","123.00","121.00","123.00"," ","0.00","122.50","7","123.00","2","12.88",
"5305","敦南","253,000","147","9,736,750","38.55","38.60","38.40","38.55","+","0.10","38.50","11","38.55","7","19.28",
"5388","中磊","661,000","482","49,434,300","74.60","75.40","74.50","74.60","-","0.50","74.50","78","74.70","7","18.93",
"5434","崇越","737,000","560","73,771,200","99.50","101.00","98.90","101.00","+","1.50","100.50","10","101.00","170","10.69",
"5469","瀚宇博","3,004,000","1,657","126,332,200","42.15","42.45","41.85","42.10","-","0.45","42.10","5","42.15","14","7.59",
"5471","松翰","204,000","128","6,606,150","32.30","32.50","32.20","32.25","+","0.05","32.25","3","32.45","7","17.06",
"5484","慧友","57,000","28","517,450","9.11","9.13","9.02","9.10","+","0.09","9.10","2","9.12","3","0.00",
"5515","建國","330,000","93","3,408,950","10.35","10.45","10.25","10.40","X","0.00","10.35","4","10.40","49","14.25",
"5519","隆大","1,251,000","462","19,428,400","15.60","15.60","15.45","15.55","-","0.10","15.55","10","15.60","97","4.73",
"5521","工信","22,658,000","5,416","197,014,890","8.36","9.00","8.36","8.81","+","0.41","8.80","74","8.81","5","0.00",
"5522","遠雄","690,000","424","26,323,450","38.50","38.50","38.00","38.15","-","0.35","38.10","13","38.15","22","12.93",
"5525","順天","76,000","53","1,714,000","22.60","22.70","22.50","22.65"," ","0.00","22.50","9","22.65","2","8.48",
"5531","鄉林","333,000","163","3,533,600","10.65","10.70","10.55","10.60","-","0.05","10.55","26","10.60","6","0.00",
"5533","皇鼎","57,000","22","905,700","15.85","15.90","15.85","15.90","+","0.05","15.85","3","15.90","3","36.14",
"5534","長虹","565,000","397","45,864,300","81.70","81.70","80.90","80.90","-","0.80","80.90","33","81.20","3","8.57",
"5538","東明-KY","2,000","2","63,950","31.95","32.00","31.95","32.00"," ","0.00","31.30","1","32.55","1","14.41",
"5607","遠雄港","6,015,000","2,941","168,687,900","28.80","29.15","27.15","27.40","-","1.10","27.30","58","27.40","7","9.35",
"5608","四維航","159,000","68","1,333,250","8.45","8.45","8.30","8.45"," ","0.00","8.39","4","8.45","6","0.00",
"5706","鳳凰","54,000","39","2,056,800","38.00","38.20","37.80","38.15","+","0.10","38.15","2","38.20","3","11.39",
"5871","中租-KY","3,982,000","1,961","539,878,000","138.50","138.50","134.50","135.00","-","3.00","134.50","402","135.00","156","12.11",
"5876","上海商銀","4,356,000","1,592","216,513,000","49.60","50.00","49.45","50.00","+","0.40","49.85","5","50.00","383","14.37",
"5880","合庫金","7,720,000","2,330","160,077,600","20.70","20.80","20.65","20.80","+","0.05","20.75","14","20.80","705","16.51",
"5906","台南-KY","7,000","5","90,900","13.05","13.30","12.85","12.95","-","0.10","12.95","4","13.20","1","11.26",
"5907","大洋-KY","334,000","180","9,379,750","28.10","28.30","27.85","28.00","-","0.15","28.00","30","28.25","1","11.62",
"6005","群益證","6,387,000","672","66,948,250","10.55","10.55","10.40","10.50","-","0.05","10.45","64","10.50","157","15.67",
"6024","群益期","159,000","110","6,807,300","42.95","43.05","42.70","42.80","-","0.15","42.75","11","42.80","5","14.08",
"6108","競國","238,000","141","6,092,350","25.70","25.90","25.45","25.80","+","0.10","25.70","1","25.85","6","9.49",
"6112","聚碩","189,000","128","6,546,000","34.55","34.85","34.50","34.60"," ","0.00","34.55","23","34.70","12","17.30",
"6115","鎰勝","82,000","38","3,525,250","43.00","43.10","42.90","43.10","+","0.10","43.00","1","43.15","2","13.34",
"6116","彩晶","15,682,000","3,326","105,448,800","6.68","6.78","6.67","6.76","+","0.03","6.76","71","6.77","289","0.00",
"6117","迎廣","2,000","1","26,700","13.35","13.35","13.35","13.35","+","0.10","13.20","2","13.50","5","0.00",
"6120","達運","459,000","218","6,773,450","14.70","14.80","14.70","14.75"," ","0.00","14.70","103","14.75","13","0.00",
"6128","上福","19,000","16","577,950","30.45","30.45","30.35","30.35","-","0.10","30.40","1","30.45","13","10.54",
"6131","悠克","156,000","23","522,140","3.23","3.49","3.23","3.49","+","0.26","3.46","50","3.49","27","0.00",
"6133","金橋","9,000","7","73,540","8.20","8.20","8.16","8.16","-","0.06","8.16","4","8.19","1","27.20",
"6136","富爾特","76,000","42","1,481,650","19.50","19.60","19.45","19.50"," ","0.00","19.50","6","19.60","8","28.26",
"6139","亞翔","140,000","84","3,571,250","25.55","25.60","25.40","25.60","+","0.05","25.60","8","25.65","17","9.66",
"6141","柏承","2,315,000","1,142","50,969,500","21.45","22.35","21.30","22.30","+","0.80","22.30","29","22.35","52","131.18",
"6142","友勁","240,000","57","1,864,780","7.77","7.82","7.71","7.78","-","0.01","7.77","6","7.78","4","0.00",
"6152","百一","359,000","81","2,541,970","7.20","7.20","7.05","7.09","-","0.08","7.08","160","7.09","17","0.00",
"6153","嘉聯益","5,476,000","2,882","190,387,050","34.85","35.00","34.65","34.65","-","0.50","34.65","345","34.70","13","21.13",
"6155","鈞寶","904,000","647","24,469,850","26.90","27.45","26.75","26.75","-","0.25","26.75","8","26.95","8","23.46",
"6164","華興","43,000","24","293,740","6.86","6.94","6.80","6.94","+","0.08","6.84","2","6.94","1","0.00",
"6165","捷泰","918,000","486","16,066,800","17.00","18.20","16.55","17.85","+","0.85","17.85","25","17.90","1","0.00",
"6166","凌華","374,000","252","17,409,650","46.65","46.90","46.25","46.45","+","0.20","46.45","2","46.50","1","23.11",
"6168","宏齊","154,000","91","1,953,700","12.70","12.75","12.60","12.75","+","0.10","12.70","13","12.75","10","21.25",
"6172","互億","730,000","397","14,605,800","19.90","20.90","19.30","20.00","+","0.25","19.95","2","20.00","9","48.78",
"6176","瑞儀","1,812,000","1,131","212,541,500","117.00","118.00","116.50","117.00","+","0.50","117.00","486","117.50","28","7.90",
"6177","達麗","173,000","93","4,848,100","28.00","28.10","28.00","28.05"," ","0.00","28.05","7","28.10","11","7.38",
"6183","關貿","30,000","26","1,089,750","36.30","36.35","36.25","36.35","+","0.05","36.30","8","36.40","6","20.19",
"6184","大豐電","30,000","25","1,190,100","39.70","39.75","39.60","39.75","+","0.05","39.70","1","39.75","6","12.19",
"6189","豐藝","74,000","60","2,547,800","34.40","34.50","34.35","34.45"," ","0.00","34.35","38","34.45","20","11.60",
"6191","精成科","1,160,000","421","19,142,350","16.60","16.60","16.40","16.55","-","0.05","16.50","82","16.55","33","9.46",
"6192","巨路","52,000","52","3,745,200","71.50","72.50","71.50","72.20","+","0.20","72.00","1","72.30","10","9.27",
"6196","帆宣","2,421,000","1,851","175,505,000","73.20","73.80","72.00","72.10","-","1.70","72.10","25","72.20","1","22.12",
"6197","佳必琪","1,467,000","993","50,584,850","34.45","35.25","34.00","34.05","-","0.80","34.05","10","34.20","8","12.85",
"6201","亞弘電","31,000","23","1,101,200","35.30","35.60","35.30","35.50","+","0.05","35.30","1","35.50","4","9.52",
"6202","盛群","171,000","135","11,527,400","67.90","68.00","67.10","67.50","-","0.30","67.50","3","67.60","2","16.19",
"6205","詮欣","79,000","22","1,972,600","25.00","25.00","24.90","25.00"," ","0.00","24.95","6","25.00","12","14.37",
"6206","飛捷","150,000","114","10,534,800","69.70","70.60","69.70","70.60","+","0.70","70.50","1","70.60","5","14.12",
"6209","今國光","161,000","110","4,492,100","27.85","28.05","27.70","27.90","+","0.10","27.85","5","27.90","3","0.00",
"6213","聯茂","2,682,000","1,789","380,892,000","140.00","143.50","139.50","143.00","+","1.50","142.50","63","143.50","173","18.64",
"6214","精誠","269,000","197","20,036,200","74.70","74.70","74.20","74.70","+","0.50","74.50","2","74.70","2","16.90",
"6215","和椿","42,000","25","624,950","15.00","15.00","14.85","14.90","-","0.10","14.85","14","15.00","17","24.83",
"6216","居易","27,000","12","752,200","27.90","27.90","27.80","27.90"," ","0.00","27.80","5","27.90","25","14.38",
"6224","聚鼎","181,000","164","11,971,400","66.00","66.90","65.60","66.80","+","0.60","66.60","3","66.80","2","16.95",
"6225","天瀚","21,000","7","42,000","2.00","2.00","2.00","2.00","X","0.00","2.00","4","2.04","3","0.00",
"6226","光鼎","627,000","216","5,053,280","8.10","8.11","7.98","8.08","+","0.03","8.07","20","8.08","89","404.00",
"6230","超眾","936,000","656","201,780,000","214.00","217.50","213.00","216.00","+","2.00","215.00","15","216.00","1","23.71",
"6235","華孚","95,000","71","1,228,300","12.80","13.10","12.80","12.90"," ","0.00","12.90","3","12.95","1","0.00",
"6239","力成","1,582,000","1,151","148,823,600","94.50","95.50","93.80","93.90","-","1.30","93.90","64","94.20","5","14.25",
"6243","迅杰","148,000","66","1,496,900","10.10","10.30","10.00","10.00","+","0.02","10.00","11","10.15","3","0.00",
"6251","定穎","20,788,000","7,568","386,609,250","18.55","18.90","18.25","18.40","+","0.30","18.40","80","18.45","37","40.00",
"6257","矽格","1,104,000","688","38,332,550","34.80","34.90","34.50","34.80"," ","0.00","34.75","6","34.80","30","12.94",
"6269","台郡","3,412,000","2,054","371,751,000","109.00","110.00","108.00","109.50","+","1.00","109.00","85","109.50","51","12.67",
"6271","同欣電","1,704,000","1,173","225,471,000","132.00","134.00","130.00","132.00"," ","0.00","132.00","21","132.50","46","27.62",
"6277","宏正","48,000","40","4,161,000","86.90","86.90","86.50","86.90","+","0.10","86.80","5","86.90","8","8.43",
"6278","台表科","5,178,000","3,302","572,444,000","109.50","112.50","108.00","112.00","+","1.50","111.50","2","112.00","50","17.83",
"6281","全國電","21,000","20","1,405,300","66.90","67.00","66.80","66.90","+","0.10","66.80","5","67.00","4","16.98",
"6282","康舒","1,440,000","704","33,879,600","23.60","23.60","23.40","23.55"," ","0.00","23.55","15","23.60","131","7.96",
"6283","淳安","421,000","237","12,401,600","30.00","30.00","29.20","29.45","-","0.50","29.45","11","29.50","1","133.86",
"6285","啟碁","1,048,000","628","77,617,300","73.90","74.50","73.90","74.00","-","0.20","74.00","32","74.10","6","16.59",
"6288","聯嘉","3,189,000","1,276","83,459,600","26.25","26.60","25.85","25.85","-","0.50","25.85","11","25.90","3","23.29",
"6289","華上","621,000","46","535,070","0.86","0.87","0.82","0.86","+","0.05","0.82","43","0.86","12","0.00",
"6405","悅城","14,000","12","207,700","14.95","15.00","14.70","15.00"," ","0.00","14.95","1","15.00","1","750.00",
"6409","旭隼","57,000","55","40,646,000","706.00","717.00","703.00","716.00","+","15.00","712.00","2","716.00","1","28.76",
"6412","群電","1,083,000","773","68,449,300","64.20","64.20","62.90","62.90","-","1.60","62.90","15","63.00","2","14.98",
"6414","樺漢","547,000","471","136,055,000","252.00","252.00","246.50","249.00","-","2.50","248.50","2","249.00","4","20.19",
"6415","矽力-KY","364,000","358","329,660,000","892.00","915.00","883.00","915.00","+","22.00","915.00","2","916.00","3","41.05",
"6416","瑞祺電通","460,000","383","43,534,600","95.50","96.30","93.10","93.20","-","2.80","93.20","2","93.50","2","20.09",
"6431","光麗-KY","10,000","10","254,850","25.50","25.85","25.20","25.85","-","0.05","25.20","2","25.85","1","0.00",
"6442","光聖","15,000","9","548,450","36.45","36.95","36.35","36.95","+","0.50","36.65","1","36.80","2","27.99",
"6443","元晶","1,007,000","251","7,382,670","7.37","7.37","7.31","7.32","-","0.06","7.31","62","7.33","6","0.00",
"6449","鈺邦","291,000","235","10,819,650","37.35","37.70","36.65","36.70","-","0.50","36.70","9","36.75","2","35.98",
"6451","訊芯-KY","2,237,000","1,628","289,884,500","131.50","132.00","127.50","131.00","-","1.50","130.00","8","131.00","2","20.89",
"6452","康友-KY","2,706,000","2,039","582,149,000","210.00","218.50","210.00","215.50","+","6.00","215.50","26","216.00","31","15.21",
"6456","GIS-KY","12,274,000","6,724","1,319,380,000","108.50","109.50","105.50","105.50","-","1.00","105.50","14","106.00","29","9.30",
"6464","台數科","15,000","9","1,697,000","113.00","113.50","113.00","113.50"," ","0.00","113.50","3","114.00","3","21.29",
"6477","安集","263,000","111","5,929,250","22.45","22.65","22.45","22.55","-","0.10","22.55","2","22.60","9","9.51",
"6491","晶碩","488,000","406","84,630,000","175.00","175.50","171.00","172.00","-","3.50","172.00","10","173.50","1","20.28",
"6504","南六","41,000","35","5,339,000","130.00","131.00","129.50","131.00"," ","0.00","131.00","2","131.50","4","18.61",
"6505","台塑化","1,907,000","1,457","181,730,900","95.30","95.60","95.20","95.60","+","0.20","95.40","11","95.60","9","35.67",
"6525","捷敏-KY","204,000","152","13,117,900","64.60","64.80","64.10","64.10","-","0.50","64.10","19","64.20","1","12.30",
"6531","愛普","5,328,000","3,740","364,501,200","69.50","69.60","66.70","68.30","+","4.10","68.00","33","68.30","1","0.00",
"6533","晶心科","5,978,000","4,108","762,848,000","129.00","130.00","123.00","124.00","-","3.50","124.00","7","124.50","8","115.89",
"6541","泰福-KY","646,000","498","30,199,000","47.75","47.75","46.00","46.35","-","1.40","46.30","4","46.35","14","0.00",
"6552","易華電","387,000","288","32,776,300","84.70","85.30","84.40","84.40","-","0.60","84.30","24","84.50","25","14.76",
"6558","興能高","600,000","403","41,726,200","69.60","70.00","69.00","69.40","-","0.50","69.40","11","69.50","5","30.31",
"6573","虹揚-KY","31,000","25","720,350","23.30","23.30","23.10","23.25","+","0.20","23.20","1","23.25","3","0.00",
"6579","研揚","4,000","4","288,600","72.10","72.30","72.10","72.30"," ","0.00","72.30","2","72.60","1","24.34",
"6581","鋼聯","139,000","106","11,847,700","86.00","86.00","85.00","85.00","-","0.80","85.00","6","85.10","3","14.91",
"6582","申豐","45,000","31","2,522,800","56.00","56.50","55.70","56.00","-","0.10","56.00","7","56.30","1","11.67",
"6591","動力-KY","7,541,000","5,201","424,258,200","56.50","58.00","54.20","54.20","-","1.30","54.20","3","54.30","1","19.15",
"6605","帝寶","218,000","171","12,624,200","58.30","58.40","57.60","57.70","-","0.60","57.70","12","57.80","1","11.68",
"6625","必應","15,000","14","711,150","47.00","47.85","47.00","47.40","+","0.50","47.10","1","47.35","1","0.00",
"6641","基士德-KY","24,000","20","1,566,000","65.50","65.80","65.10","65.80","-","0.10","65.30","4","65.80","5","10.38",
"6655","科定","51,000","23","2,039,300","39.90","40.20","39.90","40.05","+","0.05","40.00","9","40.10","2","18.29",
"6666","羅麗芬-KY","28,000","23","4,949,000","177.00","177.50","175.50","176.00","-","1.00","175.50","2","176.50","2","16.84",
"6668","中揚光","76,000","60","5,341,100","70.30","70.60","70.00","70.60","+","0.40","70.50","5","70.60","1","55.16",
"6669","緯穎","1,153,000","1,042","643,631,000","554.00","561.00","549.00","561.00","+","10.00","560.00","8","561.00","16","17.80",
"6670","復盛應用","111,000","86","19,550,500","175.50","176.50","175.50","176.50","-","0.50","176.00","15","176.50","2","11.48",
"6671","三能-KY","7,000","7","250,200","35.80","35.80","35.60","35.80","+","0.20","35.55","1","35.95","1","13.51",
"6672","騰輝電子-KY","193,000","169","17,671,400","91.30","92.00","91.30","91.50","+","0.20","91.50","12","91.80","5","15.15",
"6674","鋐寶科技","13,000","8","382,700","29.70","29.70","29.20","29.30","+","0.10","29.10","2","29.30","1","43.09",
"6698","旭暉應材","2,176,000","1,471","167,996,000","77.00","81.00","74.60","80.90","+","4.30","80.80","3","80.90","14","26.70",
"8011","台通","117,000","68","1,832,350","15.65","15.80","15.60","15.70","-","0.10","15.70","4","15.75","8","0.00",
"8016","矽創","597,000","482","101,121,000","167.50","171.00","167.50","169.00","-","0.50","169.00","2","169.50","1","17.92",
"8021","尖點","1,936,000","926","44,741,500","23.00","23.35","22.70","23.30","+","0.10","23.30","33","23.35","89","14.56",
"8028","昇陽半導體","1,627,000","1,184","111,219,700","67.10","68.80","67.10","68.10","+","0.40","68.10","35","68.20","1","25.80",
"8033","雷虎","127,000","58","1,304,850","10.30","10.35","10.25","10.35"," ","0.00","10.30","6","10.35","3","0.00",
"8039","台虹","1,162,000","689","52,905,050","45.65","45.95","45.30","45.30","-","0.35","45.30","15","45.50","25","14.57",
"8046","南電","4,642,000","2,906","230,381,000","49.85","50.40","49.00","50.40","+","0.20","50.40","105","50.50","52","112.00",
"8070","長華","41,000","35","7,233,000","177.00","177.00","176.00","176.50"," ","0.00","176.00","2","176.50","4","9.78",
"8072","陞泰","20,000","14","411,950","20.80","20.80","20.55","20.65","+","0.10","20.60","1","20.65","1","0.00",
"8081","致新","1,532,000","1,192","187,021,500","119.50","123.50","119.00","121.50","+","1.50","121.50","2","122.00","22","15.26",
"8101","華冠","1,191,000","324","4,257,040","3.35","3.67","3.33","3.67","+","0.33","3.67","888","--","0","0.00",
"8103","瀚荃","82,000","53","2,123,250","26.00","26.10","25.80","25.95","+","0.05","25.85","4","25.95","5","10.64",
"8104","錸寶","989,000","747","54,758,200","54.10","56.40","53.70","55.20","+","1.50","55.20","2","55.30","14","28.02",
"8105","凌巨","1,074,000","492","14,972,250","14.00","14.05","13.85","13.90","-","0.15","13.90","183","13.95","11","14.63",
"8110","華東","3,626,000","1,120","40,421,400","10.90","11.30","10.85","11.30","+","0.40","11.30","74","11.35","247","47.08",
"8112","至上","731,000","455","21,344,950","29.30","29.35","29.10","29.25","-","0.05","29.20","45","29.25","2","8.86",
"8114","振樺電","37,000","30","3,782,500","101.00","103.00","101.00","103.00","+","1.50","102.50","1","103.00","7","17.17",
"8131","福懋科","158,000","73","5,380,950","34.20","34.20","33.95","34.20"," ","0.00","34.00","17","34.20","18","12.71",
"8150","南茂","9,860,000","5,029","343,911,900","34.30","35.40","34.00","35.05","+","0.85","35.00","156","35.05","20","9.93",
"8163","達方","4,019,000","2,418","163,203,050","40.40","40.90","40.35","40.40","+","0.25","40.40","9","40.45","1","11.19",
"8201","無敵","36,000","16","404,000","11.25","11.35","11.20","11.35","+","0.10","11.25","2","11.35","13","0.00",
"8210","勤誠","238,000","168","19,467,400","81.70","82.50","81.20","81.20","-","1.30","81.20","7","81.80","2","10.93",
"8213","志超","587,000","362","21,594,350","36.80","36.90","36.55","36.85","+","0.15","36.80","5","36.85","11","7.86",
"8215","明基材","726,000","389","12,725,700","17.55","17.65","17.45","17.55","-","0.10","17.50","88","17.60","43","17.91",
"8222","寶一","43,000","20","785,100","18.30","18.35","18.20","18.30","-","0.05","18.25","2","18.35","5","21.28",
"8249","菱光","143,000","33","3,090,150","21.70","21.80","21.55","21.80","+","0.10","21.60","7","21.80","2","11.07",
"8261","富鼎","145,000","92","3,939,300","27.25","27.35","27.00","27.20","+","0.10","27.20","1","27.25","2","26.41",
"8271","宇瞻","647,000","404","23,728,450","36.60","36.85","36.20","36.85","+","0.20","36.80","5","36.85","17","10.87",
"8341","日友","115,000","114","28,101,000","245.50","245.50","243.50","244.50"," ","0.00","244.00","6","244.50","10","27.38",
"8367","建新國際","737,000","461","19,969,200","27.70","28.00","26.25","26.40","-","0.60","26.35","2","26.40","10","13.61",
"8374","羅昇","48,000","32","1,073,550","22.40","22.45","22.25","22.35","+","0.10","22.30","5","22.35","1","0.00",
"8404","百和興業-KY","182,000","106","7,312,700","40.55","40.70","40.00","40.20","-","0.35","40.10","2","40.20","1","28.51",
"8411","福貞-KY","12,000","8","175,550","14.55","14.70","14.55","14.65","-","0.15","14.50","12","14.70","1","0.00",
"8422","可寧衛","59,000","49","9,257,500","156.50","157.50","156.50","157.50","+","1.00","157.00","1","157.50","9","15.17",
"8427","基勝-KY","1,000","1","38,000","38.00","38.00","38.00","38.00","-","0.50","37.65","3","38.50","2","23.90",
"8429","金麗-KY","274,000","132","3,171,200","11.45","11.70","11.45","11.55"," ","0.00","11.50","6","11.55","4","10.50",
"8442","威宏-KY","99,000","74","5,348,700","54.20","54.40","53.50","54.40"," ","0.00","53.40","2","54.40","4","11.93",
"8443","阿瘦","29,000","16","325,200","11.25","11.25","11.00","11.00","+","0.05","11.00","5","11.10","3","0.00",
"8454","富邦媒","19,000","19","5,394,000","282.50","285.00","282.00","285.00","+","3.50","285.00","2","286.00","1","28.85",
"8462","柏文","114,000","110","21,760,000","189.50","192.00","188.50","191.50","+","1.50","190.50","9","192.00","9","25.60",
"8463","潤泰材","1,214,000","796","52,364,800","44.05","44.10","42.60","42.80","-","1.25","42.80","1","42.90","3","61.14",
"8464","億豐","369,000","333","102,047,500","279.50","279.50","275.00","278.00","-","2.50","277.50","3","278.00","19","18.87",
"8466","美吉吉-KY","3,000","3","210,100","70.00","70.10","70.00","70.10","+","0.20","70.10","1","70.50","3","10.16",
"8467","波力-KY","91,000","79","6,425,800","69.70","72.30","68.30","70.50","+","1.00","70.00","2","70.80","3","23.98",
"8473","山林水","59,000","44","2,865,200","48.90","48.90","48.40","48.50","-","0.40","48.45","2","48.50","23","21.75",
"8478","東哥遊艇","15,000","11","682,150","45.50","45.55","45.30","45.30","+","0.10","45.30","2","45.50","2","16.06",
"8480","泰昇-KY","0","0","0","--","--","--","--"," ","0.00","139.00","2","140.50","1","17.35",
"8481","政伸","6,000","6","357,500","59.50","60.80","58.90","58.90","-","0.80","59.00","1","59.40","1","16.83",
"8482","商億-KY","60,000","26","8,269,000","138.00","138.50","137.00","138.50"," ","0.00","138.00","2","138.50","36","15.76",
"8488","吉源-KY","13,000","11","219,600","16.90","17.00","16.80","17.00"," ","0.00","16.80","3","17.10","1","25.76",
"8497","格威傳媒","1,000","1","50,000","50.00","50.00","50.00","50.00"," ","0.00","49.70","1","50.00","13","10.20",
"8499","鼎炫-KY","79,000","72","8,150,500","104.50","104.50","102.50","102.50","-","1.50","102.50","21","103.00","2","10.81",
"8926","台汽電","315,000","195","9,197,050","29.20","29.25","29.15","29.25","+","0.05","29.20","42","29.25","33","22.67",
"8940","新天地","11,000","8","128,650","11.65","11.80","11.60","11.80","+","0.05","11.60","2","11.80","7","0.00",
"8996","高力","129,000","70","5,684,400","44.00","44.40","43.80","44.30"," ","0.00","44.30","3","44.40","5","22.26",
"9103","美德醫療-DR","203,000","24","224,760","1.10","1.11","1.10","1.11"," ","0.00","1.10","94","1.11","50","0.00",
"910322","康師傅-DR","13,000","6","315,300","24.25","24.35","24.00","24.00","-","0.20","24.05","1","24.35","1","0.00",
"910482","聖馬丁-DR","10,000","1","2,400","0.24","0.24","0.24","0.24"," ","0.00","0.24","44","0.25","170","0.00",
